namespace,namespace_name,namespace_url,namespace_lang,route_path,route_name,category,uses_browser,requirePuppeteer_flag,anti_crawler,require_config_vars,file
kbs,KBS,world.kbs.co.kr,ko,/kbs/news/:category?/:language?,News,new-media,False,False,False,,lib/routes/kbs/news.ts
kbs,KBS,world.kbs.co.kr,ko,/kbs/today/:language?,Today,new-media,False,False,False,,lib/routes/kbs/today.ts
kchuhai,快出海,www.kchuhai.com,zh-CN,/kchuhai/report,资讯,new-media,False,False,False,,lib/routes/kchuhai/index.ts
kcna,Korean Central News Agency (KCNA) 朝鲜中央通讯社,www.kcna.kp,ko,/kcna/:lang/:category?,News,traditional-media,False,False,True,,lib/routes/kcna/news.tsx
ke,贝壳研究院,www.research.ke.com,zh-CN,/ke/researchResults,研究成果,other,False,False,False,,lib/routes/ke/results.ts
keep,Keep,gotokeep.com,zh-CN,/keep/user/:id,运动日记,social-media,False,False,False,,lib/routes/keep/user.tsx
keepass,KeePass,keepass.info,en,/keepass/,News,program-update,False,False,False,,lib/routes/keepass/news.ts
kelownacapnews,Kelowna Capital News,www.kelownacapnews.com,en,/kelownacapnews/:type,News,new-media,False,False,False,,lib/routes/kelownacapnews/news.ts
kemono,Kemono,kemono.cr,en,/kemono/:source?/:id?/:type?,Posts,anime,False,False,False,,lib/routes/kemono/index.tsx
kenshin,劍心．回憶,kenshin.hk,zh-TW,/kenshin/:category?/:type?,分类,blog,False,False,False,,lib/routes/kenshin/index.ts
kepu,中国科普博览,live.kepu.net.cn,zh-CN,/kepu/live,直播回看,new-media,False,False,False,,lib/routes/kepu/live.tsx
keyakizaka46,欅坂46,www.keyakizaka46.com,ja,/keyakizaka46/blog,Keyakizaka46 Blog 欅坂 46 博客,new-media,False,False,False,,lib/routes/keyakizaka46/blog.ts
keyakizaka46,欅坂46,www.keyakizaka46.com,ja,/keyakizaka46/news,Keyakizaka46 News 欅坂 46 新闻,new-media,False,False,False,,lib/routes/keyakizaka46/news.ts
keylol,其乐,keylol.com,zh-CN,/keylol/:path,论坛,game,False,False,False,KEYLOL_COOKIE,lib/routes/keylol/index.ts
kimlaw,The Korea Institute of Marine Law,kimlaw.or.kr,ko,/kimlaw/thesis,Thesis,study,False,False,False,,lib/routes/kimlaw/thesis.ts
kiro,Kiro,kiro.dev,en,/kiro/blog,Blog,programming,False,False,False,,lib/routes/kiro/blog.ts
kiro,Kiro,kiro.dev,en,/kiro/changelog,Changelog,program-update,False,False,False,,lib/routes/kiro/changelog.ts
kisskiss,KISS,www.kisskiss.tv,ja,/kisskiss/blog/:category?,ブログ,game,False,False,False,,lib/routes/kisskiss/blog.ts
kleinanzeigen,Kleinanzeigen,www.kleinanzeigen.de,de,/kleinanzeigen/search/:routeParams,Search,shopping,False,False,False,,lib/routes/kleinanzeigen/search.ts
kmust,昆明理工大学,www.kmust.edu.cn,zh-CN,/kmust/jwc/:type?,教务处,university,False,False,False,,lib/routes/kmust/jwc.ts
komiic,Komiic,komiic.com,zh-CN,/komiic/comic/:id,漫画更新,anime,False,False,False,,lib/routes/komiic/comic.ts
konachan,Konachan.com Anime Wallpapers,konachan.com,en,/konachan/post/popular_recent/:period?,Popular Recent Posts,picture,False,False,False,,lib/routes/konachan/post.ts
konachan,Konachan.com Anime Wallpapers,konachan.com,en,/konachan/sfw/post/popular_recent/:period?,Popular Recent Posts,picture,False,False,False,,lib/routes/konachan/post.ts
kongfz,孔夫子旧书网,kongfz.com,zh-CN,/kongfz/people/:id,用户动态,reading,False,False,False,,lib/routes/kongfz/people.ts
kongfz,孔夫子旧书网,kongfz.com,zh-CN,/kongfz/shop/:id/:cat?,店铺上架,reading,False,False,False,,lib/routes/kongfz/shop.ts
konghq,Kong API 网关平台,konghq.com,zh-CN,/konghq/blog-posts,博客最新文章,programming,False,False,False,,lib/routes/konghq/blog-posts.ts
koreaherald,The Korea Herald,koreaherald.com,,/koreaherald/:category{.+}?,News,traditional-media,False,False,False,,lib/routes/koreaherald/index.ts
koyso,Koyso,koyso.to,zh-CN,/koyso/:category?/:sort?,游戏,game,False,False,False,,lib/routes/koyso/index.tsx
kpmg,KPMG,kpmg.com,en,/kpmg/insights/:lang?,Insights,,False,False,False,,lib/routes/kpmg/insights.tsx
kpopping,kpopping,kpopping.com,en,/kpopping/community/:filter{.+}?,Community,new-media,False,False,False,,lib/routes/kpopping/community.ts
kpopping,kpopping,kpopping.com,en,/kpopping/kpics/:filter{.+}?,Pics,picture,False,False,False,,lib/routes/kpopping/kpics.ts
ktown4u,Ktown4u,ktown4u.com,en,/ktown4u/artistBrandlist/:grpNo/:grpNo2?,Get the products on sale,shopping,False,False,False,,lib/routes/ktown4u/artist-brandlist.ts
kuai,快媒体,www.kuai.media,zh-CN,/kuai/:category?,首页更新 / 具体栏目更新,new-media,False,False,False,,lib/routes/kuai/index.ts
kuaidi100,快递 100,kuaidi100.com,zh-CN,/kuaidi100/track/:number/:id/:phone?,快递订单追踪,other,False,False,False,,lib/routes/kuaidi100/index.ts
kuaidi100,快递 100,kuaidi100.com,zh-CN,/kuaidi100/company,支持的快递公司列表,other,False,False,False,,lib/routes/kuaidi100/supported-company.ts
kuaishou,快手,kuaishou.com,zh-CN,/kuaishou/profile/:principalId,Profile,,True,False,False,,lib/routes/kuaishou/profile.ts
kunchengblog,Kun Cheng,kunchengblog.com,zh-CN,/kunchengblog/essay,Essay,blog,False,False,False,,lib/routes/kunchengblog/essay.ts
kuwaitlocal,Kuwait Local,kuwaitlocal.com,en,/kuwaitlocal/:category?,Categorised News,new-media,False,False,False,,lib/routes/kuwaitlocal/index.ts
kyodonews,共同网,china.kyodonews.net,zh-CN,/kyodonews/:language?/:keyword?,最新报道,traditional-media,False,False,False,,lib/routes/kyodonews/index.tsx
